ttop, rate
6328, 1.300000
6332, 0.900000
6336, 1.400000
6340, 0.900000
6344, 1.000000
6348, 1.000000
6352, 0.900000
6356, 0.700000
6360, 1.300000
6364, 0.800000
6368, 1.500000
6372, 1.600000
6376, 1.500000
6380, 1.600000
6384, 1.300000
6388, 1.300000
6392, 1.100000
6396, 1.900000
6400, 1.500000
6404, 0.900000
6408, 1.600000
6412, 1.000000
6416, 1.000000
6420, 1.700000
6424, 1.600000
6428, 1.200000
6432, 1.200000
6436, 2.200000
6440, 1.900000
6444, 2.200000
6448, 2.000000
6452, 1.700000
6456, 1.500000
6460, 2.100000
6464, 1.300000
6468, 1.200000
6472, 1.900000
6476, 1.900000
6480, 1.300000
6484, 1.900000
6488, 1.900000
6492, 1.700000
6496, 0.700000
6500, 1.400000
6504, 1.500000
6508, 1.400000
6512, 2.100000
6516, 1.200000
6520, 1.100000
6524, 1.500000
6528, 1.600000
6532, 2.200000
6536, 2.800000
6540, 1.500000
6544, 2.000000
6548, 1.400000
6552, 2.200000
6556, 2.100000
6560, 2.000000
6564, 2.500000
6568, 2.000000
6572, 2.100000
6576, 2.200000
6580, 1.500000
6584, 2.800000
6588, 1.500000
6592, 1.800000
6596, 1.900000
6600, 3.000000
6604, 2.000000
6608, 1.700000
6612, 2.500000
6616, 2.400000
6620, 2.200000
6624, 3.400000
6628, 2.400000
6632, 2.000000
6636, 3.100000
6640, 1.800000
6644, 1.800000
6648, 2.200000
6652, 2.500000
6656, 1.700000
6660, 2.000000
6664, 2.500000
6668, 2.600000
6672, 1.500000
6676, 2.400000
6680, 2.500000
6684, 2.000000
6688, 2.700000
6692, 3.500000
6696, 2.400000
6700, 2.600000
6704, 2.200000
6708, 1.600000
6712, 2.300000
6716, 2.400000
6720, 3.100000
6724, 2.100000
6728, 2.400000
6732, 2.800000
6736, 2.300000
6740, 3.600000
6744, 1.700000
6748, 1.600000
6752, 2.700000
6756, 3.700000
6760, 3.200000
6764, 2.800000
6768, 2.300000
6772, 3.000000
6776, 2.400000
6780, 2.700000
6784, 2.100000
6788, 2.900000
6792, 3.000000
6796, 2.700000
6800, 2.600000
6804, 3.500000
6808, 2.900000
6812, 2.800000
6816, 3.200000
6820, 2.700000
6824, 3.300000
6828, 2.600000
6832, 1.700000
6836, 2.000000
6840, 2.800000
6844, 3.300000
6848, 3.400000
6852, 3.000000
6856, 3.300000
6860, 3.200000
6864, 3.000000
6868, 3.000000
6872, 3.500000
6876, 4.300000
6880, 1.600000
6884, 2.800000
6888, 2.300000
6892, 3.800000
6896, 2.500000
6900, 3.100000
6904, 3.000000
6908, 3.200000
6912, 2.100000
6916, 3.400000
6920, 3.900000
6924, 2.400000
6928, 3.200000
6932, 4.200000
6936, 2.900000
6940, 2.700000
6944, 3.100000
6948, 2.900000
6952, 3.200000
6956, 3.800000
6960, 2.900000
6964, 3.400000
6968, 3.600000
6972, 3.500000
6976, 3.800000
6980, 3.300000
6984, 4.000000
6988, 3.700000
6992, 3.400000
6996, 2.800000
7000, 3.400000
7004, 4.600000
7008, 2.100000
7012, 2.900000
7016, 5.100000
7020, 3.400000
7024, 3.200000
7028, 3.700000
7032, 4.100000
7036, 4.800000
7040, 5.900000
7044, 3.600000
7048, 2.800000
7052, 4.100000
7056, 3.300000
7060, 3.900000
7064, 4.000000
7068, 2.600000
7072, 3.100000
7076, 4.100000
7080, 3.600000
7084, 3.400000
7088, 2.900000
7092, 3.300000
7096, 3.300000
7100, 4.100000
7104, 3.500000
7108, 3.600000
7112, 3.800000
7116, 2.600000
7120, 4.700000
7124, 3.800000
7128, 3.200000
7132, 3.000000
7136, 3.900000
7140, 4.000000
7144, 3.300000
7148, 3.300000
7152, 3.900000
7156, 3.000000
7160, 3.900000
7164, 4.900000
7168, 4.000000
7172, 4.900000
7176, 3.400000
7180, 4.000000
7184, 4.400000
7188, 4.000000
7192, 4.700000
7196, 4.700000
7200, 4.100000
7204, 4.600000
7208, 2.700000
7212, 4.000000
7216, 3.200000
7220, 5.200000
7224, 4.400000
7228, 4.500000
7232, 5.400000
7236, 4.200000
7240, 4.800000
7244, 4.800000
7248, 4.700000
7252, 4.500000
7256, 5.500000
7260, 3.200000
7264, 3.900000
7268, 3.500000
7272, 6.400000
7276, 3.300000
7280, 4.700000
7284, 4.800000
7288, 4.500000
7292, 3.600000
7296, 5.400000
7300, 3.200000
7304, 4.600000
7308, 4.500000
7312, 4.400000
7316, 4.400000
7320, 3.500000
7324, 5.000000
7328, 5.200000
7332, 3.900000
7336, 4.900000
7340, 3.500000
7344, 7.500000
7348, 3.600000
7352, 6.100000
7356, 3.800000
7360, 4.200000
7364, 4.100000
7368, 4.700000
7372, 4.500000
7376, 6.400000
7380, 5.400000
7384, 5.800000
7388, 5.600000
7392, 5.200000
7396, 6.700000
7400, 3.800000
7404, 4.600000
7408, 5.600000
7412, 3.700000
7416, 3.300000
7420, 3.800000
7424, 3.000000
7428, 5.500000
7432, 4.400000
7436, 4.200000
7440, 5.000000
7444, 6.000000
7448, 5.600000
7452, 8.000000
7456, 3.800000
7460, 5.100000
7464, 4.600000
7468, 5.700000
7472, 5.300000
7476, 5.500000
7480, 4.200000
7484, 5.300000
7488, 5.300000
7492, 3.900000
7496, 6.200000
7500, 4.200000
7504, 5.800000
7508, 4.200000
7512, 8.000000
7516, 4.600000
7520, 5.300000
7524, 4.800000
7528, 5.900000
7532, 5.000000
7536, 4.600000
7540, 4.100000
7544, 5.100000
7548, 3.700000
7552, 5.400000
7556, 4.300000
7560, 5.000000
7564, 6.400000
7568, 6.400000
7572, 5.100000
7576, 5.100000
7580, 6.000000
7584, 5.100000
7588, 5.000000
7592, 5.100000
7596, 5.200000
7600, 6.300000
7604, 6.700000
7608, 5.200000
7612, 7.000000
7616, 4.200000
7620, 6.800000
7624, 6.500000
7628, 4.400000
7632, 5.300000
7636, 4.200000
7640, 6.500000
7644, 6.200000
7648, 5.100000
7652, 5.400000
7656, 5.000000
7660, 9.500000
7664, 6.000000
7668, 5.400000
7672, 7.900000
7676, 4.700000
7680, 6.800000
7684, 5.700000
7688, 6.100000
7692, 6.300000
7696, 6.400000
7700, 4.500000
7704, 4.500000
7708, 8.200000
7712, 6.500000
7716, 5.400000
7720, 5.600000
7724, 8.200000
7728, 6.600000
7732, 6.300000
7736, 6.500000
7740, 5.300000
7744, 6.600000
7748, 6.300000
7752, 4.500000
7756, 6.000000
7760, 5.300000
7764, 6.900000
7768, 5.400000
7772, 5.600000
7776, 4.900000
7780, 4.200000
7784, 7.300000
7788, 7.400000
7792, 5.300000
7796, 5.200000
7800, 8.500000
7804, 7.200000
7808, 5.800000
7812, 5.700000
7816, 6.600000
7820, 4.800000
7824, 4.600000
7828, 5.900000
7832, 5.500000
7836, 4.400000
7840, 4.800000
7844, 8.500000
7848, 6.700000
7852, 5.300000
7856, 6.600000
7860, 5.900000
7864, 6.000000
7868, 6.300000
7872, 6.700000
7876, 6.400000
7880, 7.600000
7884, 5.500000
7888, 5.900000
7892, 7.300000
7896, 4.000000
7900, 7.200000
7904, 6.200000
7908, 8.000000
7912, 8.000000
7916, 5.800000
7920, 7.100000
7924, 7.600000
7928, 5.300000
7932, 6.200000
7936, 6.600000
7940, 5.900000
7944, 7.200000
7948, 5.200000
7952, 5.300000
7956, 4.800000
7960, 5.600000
7964, 6.400000
7968, 8.300000
7972, 8.200000
7976, 7.900000
7980, 5.000000
7984, 7.000000
7988, 8.300000
7992, 6.800000
7996, 6.300000
8000, 4.800000
8004, 6.600000
8008, 4.600000
8012, 8.700000
8016, 6.200000
8020, 7.300000
8024, 7.400000
8028, 5.600000
8032, 8.100000
8036, 6.600000
8040, 8.200000
8044, 6.100000
8048, 6.300000
8052, 6.400000
8056, 6.700000
8060, 7.600000
8064, 6.800000
8068, 10.300000
8072, 5.500000
8076, 7.100000
8080, 9.000000
8084, 8.500000
8088, 5.400000
8092, 6.800000
8096, 6.700000
8100, 4.900000
8104, 7.300000
8108, 7.300000
8112, 8.600000
8116, 7.800000
8120, 6.300000
8124, 9.300000
8128, 6.800000
8132, 6.200000
8136, 6.900000
8140, 8.200000
8144, 6.100000
8148, 4.900000
8152, 9.700000
8156, 8.300000
8160, 6.100000
8164, 6.500000
8168, 7.500000
8172, 9.100000
8176, 9.100000
8180, 6.800000
8184, 7.700000
8188, 8.000000
8192, 7.800000
8196, 11.400000
8200, 12.100000
8204, 11.000000
8208, 12.600000
8212, 13.300000
8216, 14.800000
8220, 10.100000
8224, 10.000000
8228, 11.900000
8232, 13.500000
8236, 10.900000
8240, 13.200000
8244, 12.100000
8248, 10.400000
8252, 13.100000
8256, 13.000000
8260, 12.100000
8264, 9.500000
8268, 13.100000
8272, 9.700000
8276, 12.900000
8280, 13.800000
8284, 12.100000
8288, 13.800000
8292, 9.600000
8296, 10.900000
8300, 10.700000
8304, 10.900000
8308, 9.900000
8312, 11.600000
8316, 11.600000
8320, 12.000000
8324, 10.300000
8328, 11.700000
8332, 8.900000
8336, 12.300000
8340, 11.200000
8344, 8.500000
8348, 9.900000
8352, 11.200000
8356, 9.900000
8360, 11.300000
8364, 11.300000
8368, 11.800000
8372, 9.800000
8376, 10.200000
8380, 15.300000
8384, 10.100000
8388, 12.600000
8392, 12.400000
8396, 9.400000
8400, 14.000000
8404, 10.600000
8408, 12.700000
8412, 8.900000
8416, 10.800000
8420, 8.700000
8424, 13.200000
8428, 8.700000
8432, 9.800000
8436, 12.400000
8440, 12.000000
8444, 11.800000
8448, 13.100000
8452, 12.600000
8456, 10.300000
8460, 10.100000
8464, 12.400000
8468, 12.200000
8472, 12.400000
8476, 9.100000
8480, 10.900000
8484, 12.600000
8488, 10.400000
8492, 10.900000
8496, 12.300000
8500, 14.000000
8504, 13.000000
8508, 12.800000
8512, 11.200000
8516, 10.300000
8520, 10.200000
8524, 14.300000
8528, 8.800000
8532, 9.200000
8536, 9.700000
8540, 8.800000
8544, 13.200000
8548, 9.300000
8552, 11.400000
8556, 16.100000
8560, 12.700000
8564, 9.000000
8568, 11.500000
8572, 10.000000
8576, 15.000000
8580, 8.900000
8584, 8.200000
8588, 15.500000
8592, 12.300000
8596, 10.200000
8600, 10.800000
8604, 8.500000
8608, 11.600000
8612, 9.900000
8616, 9.800000
8620, 12.000000
8624, 10.400000
8628, 10.000000
8632, 9.600000
8636, 10.100000
8640, 15.700000
8644, 9.300000
8648, 14.100000
8652, 12.000000
8656, 13.200000
8660, 14.300000
8664, 12.300000
8668, 10.300000
8672, 10.800000
8676, 10.000000
8680, 9.800000
8684, 13.000000
8688, 7.700000
8692, 10.800000
8696, 11.600000
8700, 11.000000
8704, 8.400000
8708, 11.000000
8712, 12.900000
8716, 9.700000
8720, 11.500000
8724, 10.700000
8728, 10.800000
8732, 7.600000
8736, 10.200000
8740, 13.000000
8744, 7.200000
8748, 10.800000
8752, 13.300000
8756, 10.700000
8760, 14.600000
8764, 8.700000
8768, 9.700000
8772, 10.900000
8776, 12.800000
8780, 8.400000
8784, 11.600000
8788, 10.000000
8792, 9.700000
8796, 13.500000
8800, 13.900000
8804, 10.100000
8808, 11.600000
8812, 12.000000
8816, 12.100000
8820, 9.200000
8824, 12.600000
8828, 7.900000
8832, 6.800000
8836, 12.300000
8840, 12.700000
8844, 15.200000
8848, 11.400000
8852, 12.600000
8856, 10.800000
8860, 12.200000
8864, 10.000000
8868, 12.100000
8872, 10.200000
8876, 10.800000
8880, 12.400000
8884, 10.200000
8888, 11.300000
8892, 13.700000
8896, 9.300000
8900, 8.500000
8904, 11.500000
8908, 9.500000
8912, 12.400000
8916, 8.900000
8920, 10.200000
8924, 8.400000
8928, 12.000000
8932, 11.700000
8936, 9.000000
8940, 8.400000
8944, 8.500000
8948, 11.100000
8952, 10.700000
8956, 9.200000
8960, 7.900000
8964, 10.100000
8968, 11.300000
8972, 14.600000
8976, 13.600000
8980, 9.600000
8984, 12.100000
8988, 13.500000
8992, 10.200000
8996, 9.700000
9000, 13.600000
9004, 9.500000
9008, 9.800000
9012, 10.200000
9016, 13.600000
9020, 10.400000
9024, 11.200000
9028, 9.400000
9032, 9.800000
9036, 14.200000
9040, 7.600000
9044, 10.500000
9048, 10.500000
9052, 13.500000
9056, 9.800000
9060, 10.300000
9064, 10.500000
9068, 9.100000
9072, 12.700000
9076, 11.700000
9080, 9.100000
9084, 9.700000
9088, 11.400000
9092, 9.900000
