treshold, rate
1743, 9863.800000
1746, 9810.200000
1749, 9793.100000
1752, 9676.600000
1755, 9658.300000
1758, 9647.700000
1761, 9619.900000
1764, 9595.500000
1767, 9550.100000
1770, 9466.800000
1773, 9515.900000
1776, 9418.100000
1779, 9431.500000
1782, 9319.200000
1785, 9266.200000
1788, 9304.700000
1791, 9250.700000
1794, 9171.100000
1797, 9127.300000
1800, 9128.400000
1803, 9035.200000
1806, 8970.800000
1809, 8977.100000
1812, 8913.000000
1815, 8821.300000
1818, 8749.500000
1821, 8763.800000
1824, 8711.400000
1827, 8611.500000
1830, 8541.100000
1833, 8482.600000
1836, 8423.100000
1839, 8308.900000
1842, 8346.000000
1845, 8203.600000
1848, 8122.800000
1851, 8086.100000
1854, 7943.900000
1857, 7908.800000
1860, 7833.000000
1863, 7776.500000
1866, 7663.600000
1869, 7595.600000
1872, 7542.500000
1875, 7459.400000
1878, 7348.700000
1881, 7290.600000
1884, 7214.500000
1887, 7108.000000
1890, 7047.700000
1893, 6955.600000
1896, 6850.500000
1899, 6797.700000
1902, 6636.100000
1905, 6566.800000
1908, 6513.000000
1911, 6419.200000
1914, 6305.600000
1917, 6242.300000
1920, 6159.400000
1923, 6102.100000
1926, 6048.800000
1929, 5952.900000
1932, 5834.000000
1935, 5789.100000
1938, 5751.200000
1941, 5667.500000
1944, 5543.900000
1947, 5518.000000
1950, 5394.300000
1953, 5346.800000
1956, 5272.900000
1959, 5186.800000
1962, 5152.300000
1965, 5121.800000
1968, 5050.000000
1971, 4954.200000
1974, 4931.200000
1977, 4881.700000
1980, 4804.700000
1983, 4762.600000
1986, 4650.800000
1989, 4644.100000
1992, 4533.800000
1995, 4497.100000
1998, 4453.200000
2001, 4366.500000
2004, 4341.600000
2007, 4291.200000
2010, 4230.400000
2013, 4182.700000
2016, 4143.900000
2019, 4050.700000
2022, 4067.700000
2025, 3974.000000
2028, 3956.300000
2031, 3928.000000
2034, 3852.000000
2037, 3851.000000
2040, 3797.900000
2043, 3762.600000
2046, 3761.900000
2049, 3663.600000
2052, 3631.100000
2055, 3635.500000
2058, 3617.100000
2061, 3554.500000
2064, 3534.000000
2067, 3490.700000
2070, 3497.800000
2073, 3437.900000
2076, 3415.800000
2079, 3393.800000
2082, 3356.200000
2085, 3326.100000
2088, 3318.600000
2091, 3259.700000
2094, 3242.000000
2097, 3169.300000
2100, 3168.000000
2103, 3144.300000
2106, 3122.100000
2109, 3098.500000
2112, 3085.200000
2115, 3048.900000
2118, 3043.000000
2121, 3012.800000
2124, 2993.100000
2127, 2957.400000
2130, 2956.800000
2133, 2896.800000
2136, 2915.700000
2139, 2831.800000
2142, 2858.600000
2145, 2798.500000
2148, 2820.300000
2151, 2809.500000
2154, 2791.900000
2157, 2759.200000
2160, 2753.800000
2163, 2743.300000
2166, 2682.900000
2169, 2686.300000
2172, 2680.900000
2175, 2630.000000
2178, 2644.000000
2181, 2628.200000
2184, 2585.100000
2187, 2595.500000
2190, 2552.800000
2193, 2552.200000
2196, 2535.800000
2199, 2523.400000
2202, 2503.800000
2205, 2505.600000
2208, 2491.400000
2211, 2464.800000
2214, 2420.400000
2217, 2428.300000
2220, 2397.700000
2223, 2385.900000
2226, 2385.600000
2229, 2379.000000
2232, 2333.900000
2235, 2321.700000
2238, 2315.700000
2241, 2333.200000
2244, 2308.900000
2247, 2283.500000
2250, 2296.700000
2253, 2237.300000
2256, 2241.900000
2259, 2265.200000
2262, 2213.300000
2265, 2219.100000
2268, 2197.300000
2271, 2204.700000
2274, 2159.400000
2277, 2125.500000
2280, 2168.900000
2283, 2115.300000
2286, 2110.700000
2289, 2121.200000
2292, 2104.900000
2295, 2087.300000
2298, 2071.300000
2301, 2046.200000
2304, 2071.200000
2307, 2052.200000
2310, 2029.900000
2313, 2026.700000
2316, 2028.600000
2319, 1997.600000
2322, 1979.000000
2325, 1978.800000
2328, 1987.800000
2331, 1960.500000
2334, 1948.500000
2337, 1945.900000
2340, 1930.900000
2343, 1931.900000
2346, 1923.200000
2349, 1904.400000
2352, 1919.200000
2355, 1875.700000
2358, 1884.200000
2361, 1866.800000
2364, 1841.200000
2367, 1846.800000
2370, 1841.900000
2373, 1837.600000
2376, 1846.700000
2379, 1821.800000
2382, 1810.000000
2385, 1800.300000
2388, 1768.400000
2391, 1776.400000
2394, 1767.400000
2397, 1767.800000
2400, 1724.800000
2403, 1770.100000
2406, 1748.700000
2409, 1721.400000
2412, 1709.200000
2415, 1702.800000
2418, 1691.200000
2421, 1714.300000
2424, 1692.100000
2427, 1681.400000
2430, 1679.600000
2433, 1663.500000
2436, 1654.900000
2439, 1651.600000
2442, 1645.500000
2445, 1653.900000
2448, 1646.600000
2451, 1608.900000
2454, 1619.200000
2457, 1608.500000
2460, 1576.400000
2463, 1615.100000
2466, 1570.000000
2469, 1564.700000
2472, 1596.900000
2475, 1564.800000
2478, 1529.300000
2481, 1537.300000
2484, 1516.100000
2487, 1518.100000
2490, 1495.500000
2493, 1505.200000
2496, 1466.700000
2499, 1471.800000
2502, 1449.700000
2505, 1445.000000
2508, 1462.800000
2511, 1427.100000
2514, 1427.400000
2517, 1404.100000
2520, 1405.700000
2523, 1365.300000
2526, 1358.500000
2529, 1353.100000
2532, 1313.000000
2535, 1304.000000
2538, 1299.400000
2541, 1308.200000
2544, 1265.300000
2547, 1263.500000
2550, 1245.400000
2553, 1256.100000
2556, 1222.600000
2559, 1186.600000
2562, 1183.700000
2565, 1171.000000
2568, 1159.800000
2571, 1158.000000
2574, 1149.900000
2577, 1103.600000
2580, 1113.200000
2583, 1085.600000
2586, 1052.700000
2589, 1053.400000
2592, 1025.800000
2595, 1032.000000
2598, 993.300000
2601, 981.500000
2604, 980.200000
2607, 968.500000
2610, 950.700000
2613, 921.200000
2616, 900.000000
2619, 899.000000
2622, 875.800000
2625, 862.300000
2628, 848.800000
2631, 841.900000
2634, 803.500000
2637, 790.900000
2640, 791.900000
2643, 757.900000
2646, 757.800000
2649, 742.600000
2652, 717.900000
2655, 728.200000
2658, 711.900000
2661, 703.400000
2664, 680.100000
2667, 669.600000
2670, 647.600000
2673, 627.800000
2676, 613.700000
2679, 608.900000
2682, 602.600000
2685, 587.300000
2688, 580.200000
2691, 567.100000
2694, 560.800000
2697, 550.900000
2700, 541.100000
2703, 530.000000
2706, 526.200000
2709, 515.100000
2712, 501.600000
2715, 482.700000
2718, 491.300000
2721, 480.300000
2724, 476.800000
2727, 448.400000
2730, 445.400000
2733, 432.600000
2736, 435.800000
2739, 433.400000
2742, 425.500000
2745, 420.900000
2748, 403.000000
2751, 388.300000
2754, 397.600000
2757, 379.100000
2760, 389.300000
2763, 375.900000
2766, 367.900000
2769, 360.100000
2772, 363.000000
2775, 363.600000
2778, 352.700000
2781, 341.800000
2784, 358.500000
2787, 333.200000
2790, 329.800000
2793, 316.100000
2796, 321.300000
2799, 315.500000
2802, 313.600000
2805, 310.800000
2808, 306.300000
2811, 311.000000
2814, 307.500000
2817, 296.600000
2820, 293.700000
2823, 275.200000
2826, 288.700000
2829, 275.500000
2832, 277.200000
2835, 285.300000
2838, 273.200000
2841, 265.900000
2844, 254.600000
2847, 260.300000
2850, 261.000000
2853, 252.500000
2856, 249.900000
2859, 250.800000
2862, 249.500000
2865, 240.400000
2868, 242.800000
2871, 233.200000
2874, 238.100000
2877, 240.200000
2880, 234.000000
2883, 239.700000
2886, 228.800000
2889, 223.400000
2892, 227.900000
2895, 225.100000
2898, 220.200000
2901, 218.400000
2904, 217.100000
2907, 216.000000
2910, 216.700000
2913, 204.200000
2916, 212.600000
2919, 218.000000
2922, 205.700000
2925, 215.200000
2928, 200.800000
2931, 211.300000
2934, 198.100000
2937, 218.300000
2940, 204.900000
2943, 210.400000
2946, 202.500000
2949, 200.200000
2952, 206.700000
2955, 193.600000
2958, 194.400000
2961, 192.300000
2964, 204.300000
2967, 190.600000
2970, 191.700000
2973, 191.700000
2976, 184.300000
2979, 191.300000
2982, 187.500000
2985, 189.000000
2988, 192.100000
2991, 189.300000
2994, 186.100000
2997, 183.400000
