treshold, rate
4140, 495.500000
4170, 497.700000
4200, 476.600000
4230, 470.500000
4260, 470.600000
4290, 470.300000
4320, 482.400000
4350, 452.700000
4380, 458.200000
4410, 463.000000
4440, 443.600000
4470, 453.800000
4500, 436.300000
4530, 432.700000
4560, 436.500000
4590, 447.100000
4620, 427.600000
4650, 424.800000
4680, 427.100000
4710, 414.400000
4740, 410.700000
4770, 404.800000
4800, 400.300000
4830, 395.500000
4860, 389.600000
4890, 391.600000
4920, 387.800000
4950, 394.400000
4980, 378.800000
5010, 385.000000
5040, 382.600000
5070, 375.000000
5100, 367.100000
5130, 370.400000
5160, 366.100000
5190, 358.800000
5220, 353.600000
5250, 366.400000
5280, 341.200000
5310, 346.200000
5340, 341.900000
5370, 343.500000
5400, 341.700000
5430, 334.600000
5460, 332.700000
5490, 334.100000
5520, 323.500000
5550, 309.800000
5580, 320.400000
5610, 315.700000
5640, 324.600000
5670, 310.100000
5700, 304.300000
5730, 303.800000
5760, 304.000000
5790, 306.500000
5820, 293.600000
5850, 279.700000
5880, 290.300000
5910, 288.500000
5940, 297.200000
5970, 287.100000
6000, 278.000000
6030, 275.100000
6060, 268.500000
6090, 273.300000
6120, 265.000000
6150, 260.100000
6180, 255.700000
6210, 249.500000
6240, 252.500000
6270, 259.900000
6300, 247.800000
6330, 244.100000
6360, 247.800000
6390, 239.000000
6420, 241.800000
6450, 244.600000
6480, 228.100000
6510, 228.000000
6540, 234.000000
6570, 232.200000
6600, 229.900000
6630, 216.900000
6660, 223.600000
6690, 216.300000
6720, 216.400000
6750, 205.800000
6780, 209.100000
6810, 206.800000
6840, 205.100000
6870, 206.800000
6900, 203.800000
6930, 200.400000
6960, 190.800000
6990, 192.600000
7020, 194.400000
7050, 195.000000
7080, 181.000000
7110, 180.100000
7140, 183.300000
7170, 182.400000
7200, 187.000000
7230, 179.400000
7260, 174.000000
7290, 167.800000
7320, 180.000000
7350, 172.600000
7380, 162.500000
7410, 164.600000
7440, 158.500000
7470, 165.900000
7500, 158.100000
7530, 156.900000
7560, 153.800000
7590, 155.300000
7620, 150.700000
7650, 147.800000
7680, 142.600000
7710, 149.300000
7740, 137.700000
7770, 147.700000
7800, 144.200000
7830, 145.100000
7860, 141.400000
7890, 134.700000
7920, 131.900000
7950, 134.600000
7980, 135.600000
8010, 128.900000
8040, 128.500000
8070, 126.000000
8100, 129.700000
8130, 120.700000
8160, 123.300000
8190, 116.700000
8220, 119.500000
8250, 122.000000
8280, 113.300000
8310, 106.000000
8340, 112.200000
8370, 113.900000
8400, 112.100000
8430, 106.200000
8460, 106.500000
8490, 109.400000
8520, 102.700000
8550, 103.100000
8580, 105.000000
8610, 103.100000
8640, 100.900000
8670, 98.700000
8700, 100.500000
8730, 95.500000
8760, 91.500000
8790, 98.400000
8820, 94.400000
8850, 86.200000
8880, 85.500000
8910, 84.000000
8940, 86.000000
8970, 82.400000
9000, 82.400000
9030, 81.500000
9060, 83.700000
9090, 80.800000
9120, 78.500000
9150, 76.700000
9180, 74.300000
9210, 78.700000
9240, 83.000000
9270, 73.400000
9300, 73.200000
9330, 76.100000
9360, 73.200000
9390, 78.900000
9420, 69.800000
9450, 75.000000
9480, 69.400000
9510, 72.500000
9540, 69.800000
9570, 66.100000
9600, 72.300000
9630, 70.100000
9660, 66.700000
9690, 63.200000
9720, 67.400000
9750, 66.500000
9780, 67.400000
9810, 63.700000
9840, 64.900000
9870, 57.500000
9900, 59.000000
