ttop, rate
5752, 5.200000
5756, 5.400000
5760, 4.700000
5764, 4.200000
5768, 3.700000
5772, 3.600000
5776, 5.000000
5780, 5.500000
5784, 5.500000
5788, 3.800000
5792, 5.700000
5796, 3.800000
5800, 4.900000
5804, 3.700000
5808, 4.500000
5812, 4.300000
5816, 5.600000
5820, 5.700000
5824, 5.000000
5828, 5.200000
5832, 4.300000
5836, 4.700000
5840, 4.900000
5844, 4.200000
5848, 5.400000
5852, 5.300000
5856, 5.000000
5860, 5.400000
5864, 5.000000
5868, 6.300000
5872, 6.400000
5876, 5.200000
5880, 5.100000
5884, 5.700000
5888, 5.400000
5892, 5.300000
5896, 5.500000
5900, 5.700000
5904, 6.200000
5908, 5.900000
5912, 5.100000
5916, 5.200000
5920, 4.700000
5924, 7.300000
5928, 5.800000
5932, 6.300000
5936, 6.900000
5940, 6.500000
5944, 6.200000
5948, 8.100000
5952, 9.000000
5956, 6.900000
5960, 5.800000
5964, 7.000000
5968, 6.800000
5972, 6.500000
5976, 5.000000
5980, 7.500000
5984, 7.700000
5988, 6.900000
5992, 8.000000
5996, 6.400000
6000, 6.600000
6004, 6.700000
6008, 9.100000
6012, 7.800000
6016, 8.900000
6020, 8.500000
6024, 8.400000
6028, 6.200000
6032, 6.900000
6036, 8.200000
6040, 7.900000
6044, 7.500000
6048, 9.300000
6052, 8.700000
6056, 8.000000
6060, 9.000000
6064, 9.000000
6068, 9.100000
6072, 10.500000
6076, 10.100000
6080, 8.300000
6084, 9.700000
6088, 9.100000
6092, 8.100000
6096, 9.400000
6100, 9.300000
6104, 9.400000
6108, 8.400000
6112, 10.500000
6116, 8.200000
6120, 9.900000
6124, 9.600000
6128, 12.200000
6132, 10.000000
6136, 10.200000
6140, 9.500000
6144, 10.600000
6148, 10.200000
6152, 11.300000
6156, 12.300000
6160, 9.500000
6164, 11.300000
6168, 12.100000
6172, 12.800000
6176, 12.000000
6180, 10.800000
6184, 11.000000
6188, 11.800000
6192, 10.800000
6196, 11.200000
6200, 10.100000
6204, 11.000000
6208, 11.000000
6212, 12.700000
6216, 10.500000
6220, 11.000000
6224, 12.300000
6228, 11.700000
6232, 14.300000
6236, 12.800000
6240, 10.400000
6244, 10.300000
6248, 9.900000
6252, 12.900000
6256, 11.900000
6260, 11.700000
6264, 11.900000
6268, 11.600000
6272, 12.000000
6276, 12.400000
6280, 11.700000
6284, 10.400000
6288, 13.300000
6292, 14.100000
6296, 12.600000
6300, 12.000000
6304, 13.600000
6308, 13.200000
6312, 14.000000
6316, 15.600000
6320, 11.900000
6324, 12.800000
6328, 13.000000
6332, 13.100000
6336, 12.700000
6340, 13.200000
6344, 13.300000
6348, 13.600000
6352, 14.400000
6356, 13.100000
6360, 11.800000
6364, 14.600000
6368, 13.300000
6372, 14.600000
6376, 13.200000
6380, 11.300000
6384, 14.900000
6388, 13.900000
6392, 14.800000
6396, 13.800000
6400, 15.200000
6404, 13.100000
6408, 14.400000
6412, 18.200000
6416, 13.600000
6420, 13.900000
6424, 15.900000
6428, 16.700000
6432, 15.200000
6436, 14.200000
6440, 17.100000
6444, 15.300000
6448, 16.000000
6452, 13.100000
6456, 16.100000
6460, 19.100000
6464, 17.000000
6468, 17.700000
6472, 19.300000
6476, 16.500000
6480, 15.000000
6484, 16.800000
6488, 16.700000
6492, 18.200000
6496, 19.100000
6500, 17.400000
6504, 17.300000
6508, 17.900000
6512, 19.700000
6516, 17.200000
6520, 17.100000
6524, 17.300000
6528, 20.600000
6532, 21.000000
6536, 21.000000
6540, 19.000000
6544, 19.300000
6548, 21.400000
6552, 15.200000
6556, 17.700000
6560, 21.500000
6564, 19.300000
6568, 18.700000
6572, 19.400000
6576, 19.100000
6580, 21.400000
6584, 19.400000
6588, 21.200000
6592, 24.200000
6596, 22.700000
6600, 21.100000
6604, 19.900000
6608, 22.400000
6612, 22.300000
6616, 21.100000
6620, 21.800000
6624, 18.600000
6628, 23.500000
6632, 23.400000
6636, 28.500000
6640, 22.400000
6644, 21.400000
6648, 27.100000
6652, 25.600000
6656, 24.100000
6660, 23.600000
6664, 19.500000
6668, 25.500000
6672, 23.100000
6676, 23.500000
6680, 26.000000
6684, 24.600000
6688, 27.800000
6692, 22.400000
6696, 23.700000
6700, 25.000000
6704, 25.300000
6708, 24.800000
6712, 26.000000
6716, 28.700000
6720, 27.700000
6724, 26.000000
6728, 25.800000
6732, 24.300000
6736, 27.400000
6740, 24.800000
6744, 29.600000
6748, 24.700000
6752, 25.700000
6756, 26.300000
6760, 23.900000
6764, 30.200000
6768, 26.200000
6772, 28.900000
6776, 26.400000
6780, 22.300000
6784, 25.900000
6788, 25.700000
6792, 23.800000
6796, 27.300000
6800, 28.100000
6804, 29.700000
6808, 25.200000
6812, 24.600000
6816, 29.700000
6820, 27.700000
6824, 31.000000
6828, 30.200000
6832, 28.600000
6836, 29.700000
6840, 27.300000
6844, 27.800000
6848, 30.400000
6852, 27.600000
6856, 27.600000
6860, 30.200000
6864, 28.200000
6868, 32.500000
6872, 30.300000
6876, 28.200000
6880, 30.500000
6884, 31.500000
6888, 29.100000
6892, 29.000000
6896, 29.400000
6900, 27.700000
6904, 29.900000
6908, 33.000000
6912, 28.000000
6916, 32.200000
6920, 35.500000
6924, 34.000000
6928, 28.000000
6932, 37.700000
6936, 32.700000
6940, 30.200000
6944, 30.700000
6948, 35.100000
6952, 34.400000
6956, 30.300000
6960, 30.000000
6964, 32.000000
6968, 33.100000
6972, 34.200000
6976, 36.200000
6980, 33.400000
6984, 37.000000
6988, 36.400000
6992, 36.300000
6996, 34.400000
7000, 30.500000
7004, 31.900000
7008, 35.800000
7012, 34.800000
7016, 33.000000
7020, 38.200000
7024, 42.300000
7028, 35.500000
7032, 32.300000
7036, 37.500000
7040, 36.000000
7044, 40.100000
7048, 36.400000
7052, 33.000000
7056, 34.800000
7060, 36.700000
7064, 34.800000
7068, 34.300000
7072, 38.900000
7076, 38.400000
7080, 35.100000
7084, 36.400000
7088, 36.900000
7092, 36.100000
7096, 38.500000
7100, 33.500000
7104, 31.900000
7108, 37.200000
7112, 39.300000
7116, 38.600000
7120, 38.300000
7124, 41.900000
7128, 40.700000
7132, 40.200000
7136, 41.000000
7140, 38.600000
7144, 41.800000
7148, 38.400000
7152, 40.700000
7156, 39.600000
7160, 39.100000
7164, 43.700000
7168, 39.200000
7172, 36.400000
7176, 34.900000
7180, 39.000000
7184, 41.600000
7188, 46.100000
7192, 39.900000
7196, 43.400000
7200, 40.700000
7204, 39.200000
7208, 39.700000
7212, 43.700000
7216, 41.900000
7220, 38.400000
7224, 44.000000
7228, 38.700000
7232, 38.800000
7236, 38.800000
7240, 47.200000
7244, 40.900000
7248, 42.300000
7252, 43.200000
7256, 42.400000
7260, 43.800000
7264, 43.500000
7268, 37.600000
7272, 48.800000
7276, 45.200000
7280, 46.500000
7284, 42.700000
7288, 46.800000
7292, 40.900000
7296, 48.100000
7300, 41.900000
7304, 44.300000
7308, 43.400000
7312, 44.800000
7316, 47.800000
7320, 45.800000
7324, 46.200000
7328, 45.600000
7332, 38.300000
7336, 44.900000
7340, 40.200000
7344, 48.300000
7348, 48.700000
7352, 43.900000
7356, 52.000000
7360, 44.900000
7364, 45.700000
7368, 48.400000
7372, 49.200000
7376, 43.400000
7380, 50.800000
7384, 51.800000
7388, 49.000000
7392, 45.000000
7396, 49.800000
7400, 48.300000
7404, 53.800000
7408, 46.700000
7412, 47.700000
7416, 45.100000
7420, 48.100000
7424, 48.900000
7428, 46.400000
7432, 54.700000
7436, 49.000000
7440, 49.000000
7444, 54.700000
7448, 49.600000
7452, 51.400000
7456, 53.900000
7460, 46.900000
7464, 52.500000
7468, 46.000000
7472, 45.500000
7476, 51.100000
7480, 47.500000
7484, 53.900000
7488, 49.300000
7492, 45.700000
7496, 57.300000
7500, 49.900000
7504, 54.500000
7508, 52.100000
7512, 54.300000
7516, 53.300000
7520, 47.100000
7524, 51.300000
7528, 48.800000
7532, 46.400000
7536, 51.500000
7540, 54.100000
7544, 57.300000
7548, 46.800000
7552, 59.400000
7556, 54.900000
7560, 54.600000
7564, 56.100000
7568, 54.000000
7572, 44.500000
7576, 49.500000
7580, 50.000000
7584, 54.400000
7588, 56.100000
7592, 50.400000
7596, 52.400000
7600, 51.800000
7604, 54.800000
7608, 59.100000
7612, 56.200000
7616, 48.200000
7620, 52.900000
7624, 53.500000
7628, 55.300000
7632, 55.600000
7636, 53.400000
7640, 51.800000
7644, 59.100000
7648, 54.500000
7652, 54.600000
7656, 54.300000
7660, 54.900000
7664, 58.600000
7668, 53.900000
7672, 52.100000
7676, 59.000000
7680, 58.900000
7684, 59.800000
7688, 55.700000
7692, 57.400000
7696, 60.900000
7700, 52.900000
7704, 57.900000
7708, 56.000000
7712, 57.300000
7716, 57.300000
7720, 59.000000
7724, 55.900000
7728, 58.800000
7732, 60.100000
7736, 65.900000
7740, 63.000000
7744, 54.400000
7748, 60.500000
7752, 67.700000
7756, 57.600000
7760, 63.400000
7764, 58.800000
7768, 60.200000
7772, 65.500000
7776, 59.400000
7780, 63.000000
7784, 61.600000
7788, 65.400000
7792, 59.500000
7796, 65.100000
7800, 65.200000
7804, 65.300000
7808, 66.900000
7812, 58.000000
7816, 66.100000
7820, 72.800000
7824, 56.200000
7828, 62.800000
7832, 62.600000
7836, 56.600000
7840, 63.100000
7844, 61.800000
7848, 57.200000
7852, 56.600000
7856, 65.200000
7860, 60.100000
7864, 62.600000
7868, 63.300000
7872, 63.600000
7876, 63.300000
7880, 66.000000
7884, 68.500000
7888, 67.300000
7892, 58.700000
7896, 65.500000
7900, 62.000000
7904, 59.200000
7908, 67.300000
7912, 55.900000
7916, 61.700000
7920, 68.300000
7924, 65.700000
7928, 63.600000
7932, 68.200000
7936, 72.700000
7940, 64.000000
7944, 67.000000
7948, 65.300000
7952, 69.100000
7956, 76.400000
7960, 70.600000
7964, 67.700000
7968, 69.500000
7972, 74.700000
7976, 70.900000
7980, 67.400000
7984, 68.600000
7988, 65.000000
7992, 69.900000
7996, 66.500000
8000, 73.000000
8004, 70.200000
8008, 67.000000
8012, 74.200000
8016, 68.500000
8020, 62.100000
8024, 72.900000
8028, 66.300000
8032, 61.900000
8036, 69.100000
8040, 69.300000
8044, 74.000000
8048, 71.100000
8052, 69.700000
8056, 65.700000
8060, 74.000000
8064, 72.300000
8068, 72.300000
8072, 69.600000
8076, 64.800000
8080, 72.100000
8084, 70.900000
8088, 65.100000
8092, 77.200000
8096, 71.200000
8100, 69.500000
8104, 74.000000
8108, 66.800000
8112, 66.000000
8116, 70.200000
8120, 71.500000
8124, 77.000000
8128, 81.800000
8132, 73.300000
8136, 68.500000
8140, 73.500000
8144, 73.400000
8148, 68.500000
8152, 69.400000
8156, 75.200000
8160, 76.400000
8164, 68.900000
8168, 75.300000
8172, 72.600000
8176, 76.400000
8180, 76.500000
8184, 70.300000
8188, 63.500000
8192, 108.000000
8196, 106.300000
8200, 110.400000
8204, 106.600000
8208, 125.200000
8212, 110.500000
8216, 108.500000
8220, 115.900000
8224, 107.000000
8228, 110.600000
8232, 108.300000
8236, 101.500000
8240, 106.500000
8244, 105.400000
8248, 105.300000
8252, 104.500000
8256, 110.600000
8260, 107.200000
8264, 101.800000
8268, 120.000000
8272, 109.500000
8276, 119.800000
8280, 116.200000
8284, 109.500000
8288, 117.900000
8292, 103.600000
8296, 109.400000
8300, 108.600000
8304, 111.700000
8308, 100.100000
8312, 105.000000
8316, 107.600000
8320, 99.300000
8324, 111.400000
8328, 107.500000
8332, 113.900000
8336, 111.900000
8340, 110.500000
8344, 113.200000
8348, 108.200000
8352, 98.700000
8356, 113.800000
8360, 111.600000
8364, 104.300000
8368, 111.300000
8372, 114.900000
8376, 102.200000
8380, 112.500000
8384, 105.900000
8388, 110.600000
8392, 112.200000
8396, 106.600000
8400, 103.100000
8404, 116.200000
8408, 106.400000
8412, 113.700000
8416, 120.400000
8420, 124.000000
8424, 109.600000
8428, 105.000000
8432, 105.500000
8436, 105.800000
8440, 117.300000
8444, 98.300000
8448, 112.000000
8452, 112.000000
8456, 114.500000
8460, 107.100000
8464, 107.700000
8468, 108.300000
8472, 113.300000
8476, 107.400000
8480, 112.700000
8484, 104.000000
8488, 107.700000
8492, 111.900000
8496, 107.600000
8500, 107.500000
8504, 105.600000
8508, 113.700000
8512, 112.400000
8516, 105.100000
8520, 114.800000
8524, 105.600000
8528, 104.700000
8532, 115.000000
8536, 109.200000
8540, 102.700000
8544, 107.500000
8548, 104.900000
8552, 112.300000
8556, 121.900000
8560, 108.500000
8564, 105.300000
8568, 110.500000
8572, 106.300000
8576, 118.500000
8580, 110.000000
8584, 102.700000
8588, 114.300000
8592, 107.800000
8596, 115.200000
8600, 110.900000
8604, 101.100000
8608, 102.100000
8612, 97.900000
8616, 112.700000
8620, 109.800000
8624, 106.900000
8628, 108.500000
8632, 110.100000
8636, 116.700000
8640, 115.200000
8644, 104.800000
8648, 118.000000
8652, 119.900000
8656, 113.000000
8660, 107.700000
8664, 109.200000
8668, 109.100000
8672, 121.600000
8676, 110.500000
8680, 116.800000
8684, 114.600000
8688, 105.200000
8692, 111.300000
8696, 106.200000
8700, 111.300000
8704, 111.600000
8708, 108.000000
8712, 110.200000
8716, 106.100000
8720, 103.300000
8724, 110.600000
8728, 109.600000
8732, 109.800000
8736, 114.200000
8740, 110.900000
8744, 109.400000
8748, 107.600000
8752, 109.700000
8756, 100.100000
8760, 115.100000
8764, 109.100000
8768, 113.900000
8772, 107.300000
8776, 108.900000
8780, 113.100000
8784, 110.200000
8788, 109.200000
8792, 113.300000
8796, 111.100000
8800, 115.900000
8804, 113.300000
8808, 122.900000
8812, 121.300000
8816, 111.600000
8820, 106.200000
8824, 111.600000
8828, 108.900000
8832, 109.300000
8836, 101.200000
8840, 108.500000
8844, 116.500000
8848, 123.200000
8852, 101.800000
8856, 112.100000
8860, 114.100000
8864, 108.400000
8868, 111.900000
8872, 109.700000
8876, 101.100000
8880, 99.100000
8884, 112.200000
8888, 113.000000
8892, 94.600000
8896, 116.500000
8900, 113.200000
8904, 112.700000
8908, 110.400000
8912, 115.200000
8916, 108.100000
8920, 110.700000
8924, 113.500000
8928, 101.000000
8932, 104.000000
8936, 107.000000
8940, 115.600000
8944, 110.400000
8948, 110.900000
8952, 119.300000
8956, 110.200000
8960, 112.600000
8964, 107.900000
8968, 109.700000
8972, 104.300000
8976, 107.100000
8980, 111.900000
8984, 106.700000
8988, 112.100000
8992, 115.300000
8996, 106.500000
9000, 103.900000
9004, 97.700000
9008, 105.600000
9012, 106.000000
9016, 108.400000
9020, 109.300000
9024, 100.100000
9028, 107.800000
9032, 109.800000
9036, 118.600000
9040, 108.600000
9044, 100.900000
9048, 110.900000
9052, 113.300000
9056, 113.400000
9060, 104.900000
9064, 113.600000
9068, 116.500000
9072, 106.300000
9076, 112.300000
9080, 112.000000
9084, 110.000000
9088, 97.600000
9092, 108.500000
