ttop, rate
6072,203
6076,152
6080,213
6084,227
6088,180
6092,201
6096,226
6100,165
6104,225
6108,219
6112,180
6116,185
6120,170
6124,190
6128,297
6132,202
6136,184
6140,199
6144,194
6148,234
6152,185
6156,205
6160,197
6164,226
6168,160
6172,158
6176,234
6180,152
6184,205
6188,187
6192,197
6196,218
6200,151
6204,158
6208,226
6212,160
6216,209
6220,184
6224,182
6228,168
6232,251
6236,242
6240,210
6244,161
6248,183
6252,158
6256,165
6260,185
6264,168
6268,202
6272,231
6276,236
6280,188
6284,205
6288,182
6292,211
6296,208
6300,192
6304,192
6308,173
6312,205
6316,187
6320,238
6324,219
6328,205
6332,210
6336,190
6340,186
6344,209
6348,154
6352,194
6356,203
6360,174
6364,190
6368,187
6372,178
6376,218
6380,176
6384,184
6388,203
6392,192
6396,200
6400,185
6404,184
6408,156
6412,159
6416,198
6420,215
6424,124
6428,175
6432,164
6436,269
6440,232
6444,180
6448,177
6452,246
6456,190
6460,276
6464,137
6468,199
6472,164
6476,205
6480,189
6484,219
6488,190
6492,197
6496,200
6500,194
6504,150
6508,176
6512,230
6516,224
6520,162
6524,166
6528,222
6532,229
6536,131
6540,205
6544,227
6548,239
6552,183
6556,233
6560,193
6564,235
6568,167
6572,218
6576,195
6580,220
6584,207
6588,179
6592,174
6596,168
6600,217
6604,205
6608,220
6612,198
6616,269
6620,198
6624,184
6628,190
6632,241
6636,202
6640,189
6644,162
6648,135
6652,197
6656,226
6660,160
6664,258
6668,228
6672,181
6676,208
6680,217
6684,175
6688,209
6692,193
6696,266
6700,187
6704,177
6708,213
6712,211
6716,209
6720,181
6724,242
6728,158
6732,164
6736,162
6740,194
6744,123
6748,177
6752,203
6756,205
6760,187
6764,173
6768,179
6772,180
6776,192
6780,197
6784,174
6788,222
6792,212
6796,244
6800,230
6804,175
6808,182
6812,205
6816,165
6820,177
6824,200
6828,219
6832,180
6836,219
6840,143
6844,202
6848,240
6852,195
6856,152
6860,193
6864,204
6868,155
6872,280
6876,204
6880,193
6884,204
6888,213
6892,178
6896,185
6900,212
6904,231
6908,167
6912,191
6916,167
6920,168
6924,158
6928,182
6932,220
6936,204
6940,207
6944,162
6948,192
6952,174
6956,150
6960,174
6964,219
6968,236
6972,177
6976,237
6980,159
6984,169
6988,211
6992,211
6996,154
7000,194
7004,251
7008,226
7012,211
7016,189
7020,168
7024,182
7028,292
7032,211
7036,210
7040,232
7044,156
7048,203
7052,199
7056,232
7060,229
7064,206
7068,226
7072,169
7076,181
7080,167
7084,192
7088,224
7092,225
7096,169
7100,213
7104,196
7108,243
7112,202
7116,202
7120,213
7124,171
7128,255
7132,185
7136,246
7140,208
7144,207
7148,218
7152,185
7156,223
7160,243
7164,241
7168,198
7172,167
7176,197
7180,190
7184,178
7188,185
7192,166
7196,210
7200,165
7204,213
7208,169
7212,198
7216,189
7220,159
7224,241
7228,204
7232,227
7236,182
7240,200
7244,220
7248,180
7252,195
7256,166
7260,248
7264,185
7268,165
7272,229
7276,205
7280,127
7284,177
7288,232
7292,258
7296,209
7300,213
7304,179
7308,164
7312,224
7316,252
7320,166
7324,259
7328,217
7332,164
7336,196
7340,172
7344,232
7348,169
7352,154
7356,191
7360,171
7364,190
7368,267
7372,137
7376,192
7380,219
7384,187
7388,199
7392,204
7396,217
7400,182
7404,193
7408,221
7412,190
7416,228
7420,179
7424,207
7428,227
7432,231
7436,197
7440,196
7444,202
7448,170
7452,275
7456,218
7460,180
7464,224
7468,127
7472,219
7476,175
7480,206
7484,181
7488,157
7492,174
7496,184
7500,198
7504,174
7508,202
7512,200
7516,167
7520,184
7524,156
7528,248
7532,228
7536,236
7540,166
7544,182
7548,169
7552,167
7556,181
7560,206
7564,253
7568,156
7572,204
7576,226
7580,174
7584,151
7588,196
7592,193
7596,198
7600,191
7604,169
7608,215
7612,185
7616,214
7620,221
7624,212
7628,198
7632,247
7636,206
7640,180
7644,179
7648,156
7652,220
7656,172
7660,176
7664,171
7668,189
7672,191
7676,220
7680,174
7684,203
7688,260
7692,263
7696,198
7700,181
7704,193
7708,235
7712,266
7716,243
7720,140
7724,174
7728,157
7732,155
7736,239
7740,193
7744,183
7748,199
7752,217
7756,180
7760,165
7764,239
7768,170
7772,208
7776,179
7780,147
7784,206
7788,205
7792,203
7796,200
7800,244
7804,178
7808,140
7812,197
7816,152
7820,207
7824,190
7828,192
7832,235
7836,187
7840,234
7844,243
7848,237
7852,154
7856,233
7860,216
7864,213
7868,145
7872,188
7876,198
7880,223
7884,199
7888,177
7892,183
7896,164
7900,180
7904,169
7908,197
7912,183
7916,187
7920,222
7924,176
7928,226
7932,208
7936,172
7940,177
7944,224
7948,148
7952,133
7956,176
7960,203
7964,193
7968,190
7972,187
7976,185
7980,199
7984,178
7988,259
7992,201
7996,176
8000,167
8004,190
8008,238
8012,216
8016,187
8020,202
8024,190
8028,169
8032,177
8036,225
8040,166
8044,225
8048,271
8052,225
8056,194
8060,219
8064,217
8068,147
8072,243
8076,174
8080,200
8084,227
8088,182
8092,249
8096,153
8100,188
8104,144
8108,169
8112,151
8116,190
8120,177
8124,221
8128,132
8132,170
8136,223
8140,202
8144,209
8148,236
8152,226
8156,189
8160,186
8164,225
8168,170
8172,204
8176,218
8180,202
8184,208
8188,182
8192,186
8196,101
8200,123
8204,98
8208,82
8212,130
8216,102
8220,124
8224,128
8228,109
8232,106
8236,90
8240,109
8244,108
8248,147
8252,105
8256,131
8260,106
8264,101
8268,116
8272,102
8276,94
8280,141
8284,102
8288,92
8292,117
8296,99
8300,144
8304,120
8308,112
8312,124
8316,104
8320,79
8324,99
8328,94
8332,97
8336,118
8340,106
8344,121
8348,113
8352,127
8356,119
8360,116
8364,101
8368,106
8372,134
8376,118
8380,131
8384,101
8388,119
8392,83
8396,77
8400,118
8404,112
8408,92
8412,89
8416,111
8420,110
8424,113
8428,97
8432,116
8436,121
8440,92
8444,107
8448,109
8452,118
8456,123
8460,85
8464,98
8468,118
8472,107
8476,109
8480,94
8484,97
8488,114
8492,116
8496,125
8500,94
8504,152
8508,109
8512,134
8516,93
8520,139
8524,125
8528,103
8532,99
8536,102
8540,134
8544,103
8548,121
8552,106
8556,86
8560,127
8564,123
8568,102
8572,142
8576,89
8580,98
8584,102
8588,103
8592,143
8596,109
8600,115
8604,107
8608,113
8612,113
8616,93
8620,111
8624,108
8628,90
8632,103
8636,128
8640,113
8644,156
8648,121
8652,107
8656,115
8660,96
8664,94
8668,119
8672,89
8676,121
8680,134
8684,104
8688,131
8692,102
8696,119
8700,91
8704,124
8708,131
8712,109
8716,88
8720,98
8724,99
8728,81
8732,108
8736,101
8740,74
8744,108
8748,84
8752,116
8756,96
8760,87
8764,90
8768,119
8772,119
8776,118
8780,62
8784,83
8788,91
8792,115
8796,115
8800,83
8804,111
8808,176
8812,121
8816,96
8820,140
8824,106
8828,101
8832,112
8836,92
8840,117
8844,152
8848,123
8852,113
8856,146
8860,132
8864,78
8868,96
8872,119
8876,126
8880,87
8884,126
8888,117
8892,121
8896,105
8900,131
8904,94
8908,99
8912,137
8916,102
8920,123
8924,114
8928,107
8932,104
8936,113
8940,98
8944,94
8948,127
8952,139
8956,117
8960,115
8964,87
8968,124
8972,114
8976,119
8980,107
8984,101
8988,101
8992,141
8996,99
9000,119
9004,113
9008,124
9012,105
9016,135
9020,68
9024,145
9028,101
9032,107
9036,81
9040,103
9044,112
9048,160
9052,98
9056,137
9060,115
9064,103
9068,109
9072,130
9076,108
9080,109
9084,102
9088,150
9092,100
