treshold, rate
4344, 122.300000
4352, 119.200000
4360, 114.700000
4368, 119.500000
4376, 119.400000
4384, 115.500000
4392, 116.600000
4400, 118.300000
4408, 112.300000
4416, 110.100000
4424, 111.900000
4432, 123.900000
4440, 117.200000
4448, 116.500000
4456, 119.800000
4464, 116.600000
4472, 106.900000
4480, 119.600000
4488, 110.700000
4496, 118.900000
4504, 125.700000
4512, 121.500000
4520, 124.100000
4528, 116.900000
4536, 109.200000
4544, 111.000000
4552, 118.900000
4560, 114.500000
4568, 110.000000
4576, 105.600000
4584, 120.100000
4592, 120.300000
4600, 118.800000
4608, 114.000000
4616, 110.400000
4624, 112.600000
4632, 119.500000
4640, 122.000000
4648, 105.200000
4656, 113.700000
4664, 100.400000
4672, 125.600000
4680, 107.500000
4688, 119.300000
4696, 121.400000
4704, 118.500000
4712, 114.100000
4720, 105.900000
4728, 116.900000
4736, 114.500000
4744, 119.300000
4752, 106.900000
4760, 108.100000
4768, 114.800000
4776, 121.500000
4784, 115.300000
4792, 119.600000
4800, 108.400000
4808, 108.500000
4816, 113.400000
4824, 118.500000
4832, 115.000000
4840, 110.200000
4848, 119.000000
4856, 114.900000
4864, 107.600000
4872, 114.000000
4880, 115.900000
4888, 112.800000
4896, 109.300000
4904, 114.100000
4912, 125.800000
4920, 114.600000
4928, 111.600000
4936, 118.500000
4944, 112.000000
4952, 103.500000
4960, 111.300000
4968, 113.800000
4976, 106.100000
4984, 110.100000
4992, 112.300000
5000, 103.800000
5008, 114.600000
5016, 117.200000
5024, 112.700000
5032, 107.600000
5040, 101.200000
5048, 113.000000
5056, 111.700000
5064, 114.300000
5072, 102.800000
5080, 106.100000
5088, 114.300000
5096, 107.900000
5104, 113.100000
5112, 103.800000
5120, 99.900000
5128, 107.300000
5136, 113.500000
5144, 100.900000
5152, 104.000000
5160, 104.700000
5168, 112.700000
5176, 107.800000
5184, 109.100000
5192, 105.200000
5200, 109.000000
5208, 108.800000
5216, 109.200000
5224, 109.800000
5232, 118.800000
5240, 114.200000
5248, 108.400000
5256, 109.900000
5264, 116.300000
5272, 109.100000
5280, 106.800000
5288, 109.800000
5296, 108.100000
5304, 105.500000
5312, 119.600000
5320, 111.500000
5328, 104.600000
5336, 107.500000
5344, 103.700000
5352, 108.400000
5360, 109.400000
5368, 105.600000
5376, 114.500000
5384, 102.300000
5392, 105.800000
5400, 106.900000
5408, 106.300000
5416, 106.600000
5424, 109.100000
5432, 112.300000
5440, 108.900000
5448, 110.700000
5456, 104.700000
5464, 112.000000
5472, 114.000000
5480, 112.800000
5488, 111.500000
5496, 104.200000
5504, 106.100000
5512, 106.100000
5520, 107.400000
5528, 102.200000
5536, 103.500000
5544, 100.600000
5552, 109.500000
5560, 104.600000
5568, 105.800000
5576, 113.200000
5584, 100.200000
5592, 101.700000
5600, 94.200000
5608, 103.200000
5616, 96.500000
5624, 108.200000
5632, 102.500000
5640, 111.600000
5648, 105.800000
5656, 108.600000
5664, 114.700000
5672, 109.700000
5680, 106.900000
5688, 100.100000
5696, 97.500000
5704, 104.000000
5712, 101.500000
5720, 115.900000
5728, 112.500000
5736, 101.600000
5744, 109.400000
5752, 106.100000
5760, 107.600000
5768, 110.900000
5776, 109.600000
5784, 102.200000
5792, 103.000000
5800, 111.800000
5808, 94.700000
5816, 104.900000
5824, 118.400000
5832, 97.000000
5840, 105.300000
5848, 100.700000
5856, 106.800000
5864, 105.100000
5872, 95.700000
5880, 108.200000
5888, 106.200000
5896, 101.600000
5904, 96.800000
5912, 110.200000
5920, 105.400000
5928, 106.600000
5936, 98.300000
5944, 106.700000
5952, 95.200000
5960, 95.900000
5968, 97.400000
5976, 96.500000
5984, 106.300000
5992, 97.700000
6000, 103.200000
6008, 106.500000
6016, 113.000000
6024, 108.100000
6032, 95.600000
6040, 105.200000
6048, 110.900000
6056, 104.200000
6064, 106.700000
6072, 108.600000
6080, 105.400000
6088, 108.400000
6096, 103.700000
6104, 103.700000
6112, 99.500000
6120, 107.400000
6128, 107.400000
6136, 92.500000
6144, 103.300000
6152, 111.100000
6160, 103.300000
6168, 100.000000
6176, 92.200000
6184, 104.500000
6192, 103.400000
6200, 104.100000
6208, 98.300000
6216, 110.400000
6224, 105.200000
6232, 102.600000
6240, 91.200000
6248, 94.800000
6256, 97.100000
6264, 98.900000
6272, 102.500000
6280, 99.500000
6288, 101.000000
6296, 99.200000
6304, 98.800000
6312, 102.600000
6320, 104.800000
6328, 95.600000
6336, 100.000000
6344, 105.300000
6352, 105.100000
6360, 109.700000
6368, 116.400000
6376, 107.600000
6384, 102.900000
6392, 95.500000
6400, 101.500000
6408, 102.600000
6416, 110.400000
6424, 91.700000
6432, 99.400000
6440, 111.500000
6448, 96.600000
6456, 94.200000
6464, 99.900000
6472, 103.000000
6480, 103.300000
6488, 102.500000
6496, 104.700000
6504, 97.100000
6512, 93.700000
6520, 99.100000
6528, 107.400000
6536, 100.300000
6544, 106.400000
6552, 100.300000
6560, 99.500000
6568, 87.600000
6576, 95.900000
6584, 90.700000
6592, 96.900000
6600, 99.200000
6608, 97.800000
6616, 98.300000
6624, 103.200000
6632, 99.000000
6640, 102.800000
6648, 104.400000
6656, 92.300000
6664, 93.300000
6672, 104.100000
6680, 105.600000
6688, 95.300000
6696, 104.900000
6704, 87.800000
6712, 104.700000
6720, 99.500000
6728, 95.400000
6736, 89.600000
6744, 102.800000
6752, 106.700000
6760, 100.000000
6768, 89.500000
6776, 102.500000
6784, 97.000000
6792, 95.000000
6800, 98.400000
6808, 102.300000
6816, 103.100000
6824, 101.800000
6832, 97.600000
6840, 99.700000
6848, 94.900000
6856, 94.400000
6864, 98.200000
6872, 97.200000
6880, 90.200000
6888, 97.700000
6896, 97.500000
6904, 109.800000
6912, 100.500000
6920, 94.300000
6928, 102.700000
6936, 106.400000
6944, 102.700000
6952, 97.500000
6960, 88.700000
6968, 102.700000
6976, 98.600000
6984, 102.500000
6992, 105.600000
7000, 95.600000
7008, 98.500000
7016, 93.000000
7024, 94.300000
7032, 97.100000
7040, 95.100000
7048, 103.000000
7056, 99.600000
7064, 90.800000
7072, 106.400000
7080, 89.600000
7088, 91.700000
7096, 107.400000
7104, 98.900000
7112, 90.200000
7120, 97.300000
7128, 87.000000
7136, 103.900000
7144, 92.200000
7152, 93.700000
7160, 92.300000
7168, 92.000000
7176, 100.900000
7184, 108.300000
7192, 90.600000
7200, 95.900000
7208, 94.000000
7216, 90.700000
7224, 101.400000
7232, 92.000000
7240, 93.100000
7248, 102.000000
7256, 91.800000
7264, 97.000000
7272, 94.500000
7280, 103.200000
7288, 99.100000
7296, 94.900000
7304, 93.400000
7312, 99.000000
7320, 110.800000
7328, 96.600000
7336, 93.400000
7344, 110.700000
7352, 91.000000
7360, 91.800000
7368, 99.700000
7376, 93.200000
7384, 93.000000
7392, 88.400000
7400, 95.200000
7408, 89.100000
7416, 94.100000
7424, 88.400000
7432, 94.000000
7440, 90.500000
7448, 91.600000
7456, 95.900000
7464, 90.700000
7472, 91.500000
7480, 98.600000
7488, 87.800000
7496, 90.000000
7504, 94.900000
7512, 91.500000
7520, 90.500000
7528, 109.000000
7536, 92.200000
7544, 95.000000
7552, 100.400000
7560, 90.500000
7568, 94.800000
7576, 96.100000
7584, 95.800000
7592, 102.800000
7600, 82.900000
7608, 83.300000
7616, 98.800000
7624, 91.900000
7632, 92.400000
7640, 94.800000
7648, 95.200000
7656, 94.900000
7664, 99.400000
7672, 93.700000
7680, 96.300000
7688, 95.600000
7696, 87.000000
7704, 99.800000
7712, 86.300000
7720, 86.400000
7728, 87.300000
7736, 91.800000
7744, 95.000000
7752, 90.000000
7760, 98.000000
7768, 97.600000
7776, 94.900000
7784, 97.500000
7792, 92.700000
7800, 89.000000
7808, 89.200000
7816, 87.600000
7824, 95.600000
7832, 92.700000
7840, 93.400000
7848, 88.300000
7856, 91.700000
7864, 90.100000
7872, 83.700000
7880, 88.900000
7888, 87.800000
7896, 87.400000
7904, 88.500000
7912, 85.500000
7920, 94.100000
7928, 90.500000
7936, 95.600000
7944, 88.700000
7952, 87.200000
7960, 87.800000
7968, 88.900000
7976, 88.200000
7984, 84.600000
7992, 87.600000
8000, 86.200000
8008, 97.800000
8016, 93.000000
8024, 93.800000
8032, 85.800000
8040, 90.700000
8048, 90.100000
8056, 92.000000
8064, 95.200000
8072, 92.100000
8080, 90.500000
8088, 88.600000
8096, 91.400000
8104, 88.700000
8112, 93.600000
8120, 91.900000
8128, 96.300000
8136, 83.500000
8144, 89.000000
8152, 87.800000
8160, 92.200000
8168, 94.700000
8176, 89.700000
8184, 91.800000
